Data,Filial,Código do Cliente,Código do Produto,Quantidade,Preço,Valor Total
44318,Canário,C9373,P1578,220,148,32560
44319,Canário,C1415,P2875,207,90,18630
44319,Canário,C2117,P4294,363,27,9801
44319,Canário,C2205,P9533,213,93,19809
44319,Canário,C2955,P2211,370,16,5920
44319,Canário,C4101,P4827,172,20,3440
44319,Canário,C4682,P4175,251,115,28865
44319,Canário,C5012,P3812,139,92,12788
44319,Canário,C6017,P8529,377,131,49387
44319,Canário,C6707,P4453,133,150,19950
44319,Canário,C7203,P1436,18,170,3060
44319,Canário,C8240,P2076,18,163,2934
44320,Canário,C1554,P8100,73,35,2555
44320,Canário,C2960,P8103,135,195,26325
44320,Canário,C3379,P6088,296,30,8880
44320,Canário,C4748,P5185,124,71,8804
44320,Canário,C5520,P9145,183,169,30927
44320,Canário,C6964,P8875,28,138,3864
44321,Canário,C1568,P5524,55,199,10945
44321,Canário,C2590,P5140,198,114,22572
44321,Canário,C2806,P9362,179,53,9487
44321,Canário,C4755,P4497,94,43,4042
44321,Canário,C5665,P6772,154,27,4158
44321,Canário,C5922,P5341,82,112,9184
44321,Canário,C7332,P2528,182,26,4732
44321,Canário,C7910,P9657,13,108,1404
44321,Canário,C9721,P1676,96,137,13152
44322,Canário,C1202,P4688,50,145,7250
44322,Canário,C2341,P9647,73,154,11242
44322,Canário,C3305,P5619,238,151,35938
44322,Canário,C3570,P8009,86,133,11438
44322,Canário,C3878,P3254,39,141,5499
44322,Canário,C4177,P3223,230,55,12650
44322,Canário,C4230,P3519,29,125,3625
44322,Canário,C4484,P8668,142,34,4828
44322,Canário,C5539,P5116,121,107,12947
44322,Canário,C9646,P8551,237,89,21093
44323,Canário,C2921,P3285,244,162,39528
44323,Canário,C3664,P6105,273,119,32487
44323,Canário,C4854,P8940,278,23,6394
44323,Canário,C5848,P5326,256,48,12288
44323,Canário,C6281,P1481,126,12,1512
44323,Canário,C6521,P5150,149,29,4321
44323,Canário,C7477,P8409,36,111,3996
44323,Canário,C7707,P3748,191,114,21774
44323,Canário,C8632,P2103,214,94,20116
44323,Canário,C8867,P6934,399,188,75012
44323,Canário,C9589,P8671,93,131,12183
44323,Canário,C9740,P9048,341,17,5797
44324,Canário,C2791,P4900,14,112,1568
44324,Canário,C3079,P7173,238,136,32368
44324,Canário,C3686,P5696,374,13,4862
44324,Canário,C3727,P6641,14,26,364
44324,Canário,C4649,P9922,32,45,1440
44324,Canário,C5349,P1868,57,124,7068
44324,Canário,C5750,P4500,81,77,6237
44324,Canário,C5979,P4328,286,153,43758
44324,Canário,C6225,P5655,88,164,14432
44324,Canário,C6712,P6162,255,118,30090
44324,Canário,C7602,P6465,194,119,23086
44324,Canário,C7870,P9783,15,156,2340
44324,Canário,C8172,P2426,297,90,26730
44324,Canário,C9170,P3795,355,89,31595
44325,Canário,C2776,P8074,324,151,48924
44325,Canário,C3311,P8839,100,90,9000
44325,Canário,C3896,P5825,60,138,8280
44325,Canário,C4074,P4922,132,180,23760
44325,Canário,C7485,P1285,272,74,20128
44325,Canário,C7488,P2959,362,93,33666
44325,Canário,C8750,P5954,253,68,17204
44325,Canário,C8763,P2469,161,28,4508
44325,Canário,C8906,P6823,140,45,6300
44325,Canário,C9167,P7520,391,156,60996
44325,Canário,C9290,P9611,367,40,14680
44325,Canário,C9673,P5035,104,161,16744
44326,Canário,C1283,P5686,171,64,10944
44326,Canário,C3818,P8917,79,86,6794
44326,Canário,C4467,P9586,204,137,27948
44326,Canário,C4607,P2975,210,177,37170
44326,Canário,C5012,P2336,40,68,2720
44326,Canário,C5743,P4150,110,182,20020
44326,Canário,C5875,P2718,197,133,26201
44326,Canário,C6121,P8535,50,27,1350
44326,Canário,C6808,P1131,307,50,15350
44326,Canário,C7192,P2719,185,74,13690
44326,Canário,C8279,P1982,284,117,33228
44326,Canário,C9480,P2513,257,100,25700
44327,Canário,C1611,P3358,86,63,5418
44327,Canário,C1841,P8151,82,71,5822
44327,Canário,C2772,P1600,10,56,560
44327,Canário,C2903,P1348,157,126,19782
44327,Canário,C2964,P7121,65,72,4680
44327,Canário,C4027,P5282,322,59,18998
44327,Canário,C4374,P3108,208,15,3120
44327,Canário,C4604,P6246,13,46,598
44327,Canário,C4797,P8477,366,149,54534
44327,Canário,C4846,P3044,359,90,32310
44327,Canário,C5205,P1421,361,74,26714
44327,Canário,C6438,P7167,371,160,59360
44327,Canário,C8206,P6021,175,163,28525
44328,Canário,C1544,P5347,30,61,1830
44328,Canário,C2448,P5019,27,161,4347
44328,Canário,C2816,P7672,181,50,9050
44328,Canário,C3056,P5197,354,15,5310
44328,Canário,C3288,P8809,291,96,27936
44328,Canário,C3536,P5191,201,26,5226
44328,Canário,C3895,P5223,394,179,70526
44328,Canário,C4632,P3040,52,119,6188
44328,Canário,C5840,P3174,271,33,8943
44328,Canário,C5971,P5778,175,51,8925
44328,Canário,C6979,P6478,102,64,6528
44328,Canário,C7674,P7840,172,65,11180
44328,Canário,C8456,P1386,374,22,8228
44328,Canário,C9067,P5638,316,29,9164
44328,Canário,C9219,P7669,365,83,30295
44328,Canário,C9976,P5804,343,29,9947
44329,Canário,C1626,P4546,292,188,54896
44329,Canário,C2582,P7351,337,73,24601
44329,Canário,C4200,P8703,332,181,60092
44329,Canário,C6930,P4275,26,144,3744
44329,Canário,C8070,P9233,49,153,7497
44329,Canário,C8558,P5249,165,33,5445
44329,Canário,C9403,P7877,267,81,21627
44329,Canário,C9431,P6163,149,82,12218
44329,Canário,C9730,P7786,140,164,22960
44329,Canário,C9950,P7992,202,77,15554
44330,Canário,C1512,P7932,36,179,6444
44330,Canário,C2255,P8351,148,194,28712
44330,Canário,C2289,P1439,50,51,2550
44330,Canário,C2607,P1271,329,155,50995
44330,Canário,C2748,P7260,210,107,22470
44330,Canário,C3366,P6770,15,166,2490
44330,Canário,C3595,P7053,62,58,3596
44330,Canário,C3653,P9042,239,191,45649
44330,Canário,C5610,P4690,83,124,10292
44330,Canário,C6037,P6042,323,42,13566
44330,Canário,C6258,P1758,334,72,24048
44330,Canário,C6884,P2090,240,75,18000
44330,Canário,C7357,P3681,191,126,24066
44330,Canário,C7622,P1562,90,183,16470
44330,Canário,C7827,P1489,20,174,3480
44330,Canário,C9351,P3091,27,127,3429
44331,Canário,C1643,P1698,289,55,15895
44331,Canário,C3992,P5156,238,43,10234
44331,Canário,C4158,P1756,119,122,14518
44331,Canário,C5011,P8043,183,19,3477
44331,Canário,C6138,P5105,280,169,47320
44331,Canário,C6479,P8128,144,79,11376
44331,Canário,C9584,P6411,80,58,4640
44331,Canário,C9818,P6733,315,35,11025
44332,Canário,C1014,P7492,334,61,20374
44332,Canário,C1495,P2996,130,189,24570
44332,Canário,C1866,P3124,208,172,35776
44332,Canário,C2380,P4915,73,82,5986
44332,Canário,C4096,P4238,94,21,1974
44332,Canário,C4634,P3366,359,25,8975
44332,Canário,C4762,P3550,58,59,3422
44332,Canário,C5548,P7335,16,72,1152
44332,Canário,C6695,P9951,209,75,15675
44332,Canário,C6798,P7669,149,34,5066
44332,Canário,C6909,P9955,124,46,5704
44332,Canário,C8308,P4210,90,33,2970
44332,Canário,C8399,P2123,30,119,3570
44332,Canário,C8510,P2463,321,196,62916
44332,Canário,C8889,P3103,327,122,39894
44333,Canário,C1304,P1693,141,141,19881
44333,Canário,C1345,P2638,172,154,26488
44333,Canário,C2552,P8172,124,155,19220
44333,Canário,C2839,P8790,158,11,1738
44333,Canário,C4739,P9067,198,104,20592
44333,Canário,C6388,P6615,330,80,26400
44333,Canário,C6407,P5277,68,109,7412
44333,Canário,C6887,P6472,264,91,24024
44333,Canário,C7676,P9530,395,182,71890
44333,Canário,C8205,P5746,34,110,3740
44333,Canário,C8695,P9127,248,55,13640
44333,Canário,C8717,P7809,275,126,34650
44333,Canário,C8771,P3615,23,122,2806
44333,Canário,C8833,P1588,281,39,10959
44334,Canário,C1430,P4712,90,81,7290
44334,Canário,C1945,P7703,305,152,46360
44334,Canário,C2155,P7669,32,38,1216
44334,Canário,C2183,P5209,188,75,14100
44334,Canário,C3062,P3325,109,113,12317
44334,Canário,C4516,P1932,372,89,33108
44334,Canário,C5199,P5143,241,195,46995
44334,Canário,C7715,P3565,169,136,22984
44334,Canário,C8226,P2028,145,49,7105
44334,Canário,C8904,P1891,226,115,25990
44335,Canário,C1074,P4863,145,19,2755
44335,Canário,C1331,P8377,356,184,65504
44335,Canário,C1461,P6925,153,92,14076
44335,Canário,C1864,P1322,192,52,9984
44335,Canário,C2982,P9253,379,158,59882
44335,Canário,C3015,P3230,66,176,11616
44335,Canário,C4543,P3216,71,45,3195
44335,Canário,C4683,P3951,277,107,29639
44335,Canário,C6953,P1046,12,37,444
44336,Canário,C2169,P4802,130,53,6890
44336,Canário,C2380,P9731,40,62,2480
44336,Canário,C3056,P3885,213,40,8520
44336,Canário,C4095,P2890,311,98,30478
44336,Canário,C5504,P6677,104,70,7280
44336,Canário,C5510,P1025,283,110,31130
44336,Canário,C6299,P4829,140,165,23100
44336,Canário,C7958,P6672,324,89,28836
44336,Canário,C8933,P8594,340,200,68000
44336,Canário,C9289,P4842,19,158,3002
44337,Canário,C1318,P3479,248,88,21824
44337,Canário,C1674,P1382,119,23,2737
44337,Canário,C1824,P9994,352,93,32736
44337,Canário,C2701,P9746,175,66,11550
44337,Canário,C2861,P3744,385,70,26950
44337,Canário,C3509,P1103,128,166,21248
44337,Canário,C4384,P8181,252,119,29988
44337,Canário,C4778,P5810,297,54,16038
44337,Canário,C4928,P4967,297,118,35046
44337,Canário,C6967,P3415,277,91,25207
44337,Canário,C7429,P8510,219,34,7446
44337,Canário,C7506,P7962,176,33,5808
44337,Canário,C8058,P8570,141,121,17061
44337,Canário,C8625,P1949,79,59,4661
44337,Canário,C8846,P6210,248,82,20336
44338,Canário,C1299,P1670,87,152,13224
44338,Canário,C1688,P4497,111,42,4662
44338,Canário,C2383,P9914,287,153,43911
44338,Canário,C2818,P5634,214,153,32742
44338,Canário,C4406,P7772,354,12,4248
44338,Canário,C5286,P9944,383,161,61663
44338,Canário,C5355,P4828,304,107,32528
44338,Canário,C6338,P3518,314,52,16328
44338,Canário,C7373,P6994,173,141,24393
44338,Canário,C7439,P7550,204,90,18360
44338,Canário,C8541,P9493,352,187,65824
44338,Canário,C9438,P4163,369,79,29151
44339,Canário,C1093,P5033,249,73,18177
44339,Canário,C2129,P4928,132,101,13332
44339,Canário,C2768,P3865,81,196,15876
44339,Canário,C3014,P5192,275,17,4675
44339,Canário,C3278,P9218,24,125,3000
44339,Canário,C3316,P7290,398,147,58506
44339,Canário,C4059,P8455,236,127,29972
44339,Canário,C5965,P3825,180,32,5760
44339,Canário,C9545,P6119,273,48,13104
44340,Canário,C2975,P9665,268,133,35644
44340,Canário,C3991,P4279,40,31,1240
44340,Canário,C4028,P9695,223,77,17171
44340,Canário,C4520,P7840,270,173,46710
44340,Canário,C4826,P7121,41,59,2419
44340,Canário,C5562,P3283,290,21,6090
44340,Canário,C6783,P6078,267,138,36846
44340,Canário,C7459,P2632,357,58,20706
44340,Canário,C7557,P4802,159,197,31323
44340,Canário,C7812,P5006,380,25,9500
44340,Canário,C8250,P2854,237,52,12324
44340,Canário,C8684,P9209,65,178,11570
44340,Canário,C9106,P9614,42,189,7938
44341,Canário,C1467,P6253,258,160,41280
44341,Canário,C3305,P9302,156,110,17160
44341,Canário,C4522,P7568,285,67,19095
44341,Canário,C4686,P4895,384,68,26112
44341,Canário,C4910,P5885,359,30,10770
44341,Canário,C5481,P5156,62,147,9114
44341,Canário,C6360,P1618,183,16,2928
44341,Canário,C6380,P4336,28,155,4340
44341,Canário,C7258,P2887,284,157,44588
44341,Canário,C8406,P3868,184,35,6440
44341,Canário,C9665,P8334,19,87,1653
44342,Canário,C3853,P1781,398,125,49750
44342,Canário,C4424,P6742,109,96,10464
44342,Canário,C4531,P2844,46,162,7452
44342,Canário,C5654,P7213,155,58,8990
44342,Canário,C6520,P3870,276,55,15180
44342,Canário,C7763,P6547,238,23,5474
44342,Canário,C7789,P5722,296,186,55056
44343,Canário,C1273,P6275,387,47,18189
44343,Canário,C1288,P8045,361,89,32129
44343,Canário,C3871,P3734,228,66,15048
44343,Canário,C5934,P8228,334,176,58784
44343,Canário,C6445,P8636,385,23,8855
44343,Canário,C7307,P4508,201,162,32562
44343,Canário,C9728,P6925,77,58,4466
44344,Canário,C2813,P2465,126,67,8442
44344,Canário,C3087,P7022,94,161,15134
44344,Canário,C3142,P8993,373,60,22380
44344,Canário,C3194,P5980,180,175,31500
44344,Canário,C4013,P9887,67,67,4489
44344,Canário,C4052,P1813,199,38,7562
44344,Canário,C4074,P4550,334,29,9686
44344,Canário,C4256,P7431,138,75,10350
44344,Canário,C5331,P6597,353,96,33888
44344,Canário,C5466,P5184,339,89,30171
44344,Canário,C6749,P1461,132,47,6204
44344,Canário,C7117,P6060,361,63,22743
44344,Canário,C7486,P7078,223,16,3568
44344,Canário,C8057,P4240,284,149,42316
44344,Canário,C8571,P6322,33,17,561
44345,Canário,C2431,P5841,40,166,6640
44345,Canário,C3226,P4448,309,77,23793
44345,Canário,C4205,P4753,322,105,33810
44345,Canário,C4521,P6220,111,144,15984
44345,Canário,C7326,P9025,297,93,27621
44346,Canário,C1338,P2030,195,113,22035
44346,Canário,C1436,P8710,337,177,59649
44346,Canário,C1693,P4423,116,122,14152
44346,Canário,C1739,P5116,60,72,4320
44346,Canário,C2527,P4865,200,17,3400
44346,Canário,C4965,P5471,73,84,6132
44346,Canário,C5196,P4119,219,41,8979
44346,Canário,C5551,P6512,140,51,7140
44346,Canário,C6005,P9895,195,80,15600
44346,Canário,C6360,P4488,75,61,4575
44346,Canário,C7186,P5599,291,132,38412
44346,Canário,C8369,P2977,84,12,1008
44346,Canário,C9110,P8177,131,60,7860
44347,Canário,C1429,P6706,176,114,20064
44347,Canário,C2874,P3146,319,171,54549
44347,Canário,C5618,P3032,354,123,43542
44347,Canário,C6890,P7758,30,54,1620
44347,Canário,C8153,P5808,29,138,4002
44347,Canário,C9750,P2333,145,123,17835
44347,Canário,C9932,P4759,108,162,17496
44347,Canário,C9954,P7951,84,159,13356
44348,Canário,C2099,P4857,370,76,28120
44348,Canário,C2753,P8128,167,12,2004
44348,Canário,C6455,P3948,178,67,11926
44348,Canário,C6763,P2793,397,179,71063
44348,Canário,C6892,P7032,203,132,26796
44348,Canário,C6973,P1559,166,93,15438
44348,Canário,C7414,P1081,114,140,15960
44348,Canário,C8392,P5877,177,51,9027
44348,Canário,C8935,P7608,115,131,15065
44349,Canário,C1031,P5457,358,33,11814
44349,Canário,C1909,P6863,371,174,64554
44349,Canário,C3110,P8140,70,122,8540
44349,Canário,C3179,P4971,66,195,12870
44349,Canário,C3835,P3752,203,57,11571
44349,Canário,C4253,P8628,332,99,32868
44349,Canário,C4661,P1572,326,24,7824
44349,Canário,C4755,P9413,239,166,39674
44349,Canário,C4756,P4923,188,91,17108
44349,Canário,C4991,P1954,330,156,51480
44349,Canário,C5744,P4105,228,128,29184
44349,Canário,C6081,P8745,95,121,11495
44349,Canário,C6442,P7887,112,113,12656
44349,Canário,C6495,P7438,185,28,5180
44349,Canário,C6747,P3113,167,79,13193
44349,Canário,C6996,P5659,217,104,22568
44349,Canário,C7027,P5328,305,167,50935
44349,Canário,C7622,P3591,208,164,34112
44349,Canário,C9355,P9357,109,119,12971
44350,Canário,C1022,P4634,256,89,22784
44350,Canário,C1253,P3736,243,53,12879
44350,Canário,C2310,P7549,321,191,61311
44350,Canário,C4018,P9650,114,99,11286
44350,Canário,C6149,P8120,67,142,9514
44350,Canário,C6877,P8260,48,45,2160
44350,Canário,C8041,P6976,104,87,9048
44350,Canário,C8649,P1008,189,81,15309
44350,Canário,C9089,P4566,345,195,67275
44350,Canário,C9343,P7606,35,120,4200
44350,Canário,C9818,P8762,42,17,714
44351,Canário,C1613,P3768,45,15,675
44351,Canário,C3323,P7997,161,140,22540
44351,Canário,C3750,P7240,368,75,27600
44351,Canário,C3934,P4449,62,118,7316
44351,Canário,C4183,P6250,387,178,68886
44351,Canário,C5437,P7824,275,197,54175
44351,Canário,C6272,P9465,317,62,19654
44351,Canário,C6611,P5124,83,98,8134
44351,Canário,C6713,P8988,265,109,28885
44351,Canário,C6997,P6277,17,158,2686
44351,Canário,C7188,P1144,272,196,53312
44351,Canário,C7253,P9336,387,126,48762
44352,Canário,C1296,P6500,32,92,2944
44352,Canário,C5531,P5919,71,183,12993
44352,Canário,C6229,P7755,272,42,11424
44352,Canário,C6416,P6183,213,99,21087
44352,Canário,C6827,P9801,297,43,12771
44352,Canário,C7932,P3218,185,189,34965
44352,Canário,C8248,P4685,365,37,13505
44352,Canário,C8361,P4135,90,143,12870
44352,Canário,C8867,P1650,194,149,28906
44353,Canário,C3092,P5003,25,115,2875
44353,Canário,C3588,P3186,260,106,27560
44353,Canário,C4475,P3015,68,58,3944
44353,Canário,C4554,P2487,314,100,31400
44353,Canário,C4612,P3276,143,71,10153
44353,Canário,C4735,P8657,211,58,12238
44353,Canário,C5542,P9015,164,159,26076
44353,Canário,C6442,P2958,354,129,45666
44353,Canário,C8111,P3678,174,60,10440
44353,Canário,C9311,P2100,114,60,6840
44354,Canário,C3558,P7736,238,10,2380
44354,Canário,C3602,P7955,51,102,5202
44354,Canário,C3643,P9355,315,121,38115
44354,Canário,C3937,P1486,276,112,30912
44354,Canário,C4375,P7880,292,132,38544
44354,Canário,C6052,P4622,381,123,46863
44354,Canário,C6270,P4808,153,184,28152
44354,Canário,C7531,P6894,360,146,52560
44354,Canário,C8194,P7387,384,112,43008
44355,Canário,C2319,P7642,49,75,3675
44355,Canário,C2489,P2626,318,71,22578
44355,Canário,C2833,P8979,72,170,12240
44355,Canário,C3325,P2178,227,186,42222
44355,Canário,C3869,P5110,123,45,5535
44355,Canário,C6216,P9457,247,195,48165
44355,Canário,C6495,P8362,394,137,53978
44355,Canário,C6859,P5578,235,45,10575
44355,Canário,C9070,P6374,192,78,14976
44356,Canário,C2374,P2411,187,149,27863
44356,Canário,C3169,P9563,223,53,11819
44356,Canário,C3294,P8819,339,31,10509
44356,Canário,C3308,P8643,238,137,32606
44356,Canário,C3911,P9528,103,62,6386
44356,Canário,C4561,P5706,177,39,6903
44356,Canário,C5130,P5704,97,78,7566
44356,Canário,C6523,P1847,51,64,3264
44356,Canário,C6700,P6344,249,193,48057
44356,Canário,C7358,P6344,243,68,16524
44356,Canário,C9912,P1638,196,61,11956
44357,Canário,C1984,P4529,56,149,8344
44357,Canário,C2236,P8296,354,188,66552
44357,Canário,C3126,P1707,327,172,56244
44357,Canário,C3366,P8232,108,137,14796
44357,Canário,C4473,P7067,20,31,620
44357,Canário,C6295,P5782,70,139,9730
44357,Canário,C6462,P8092,250,115,28750
44357,Canário,C7465,P7100,189,66,12474
44357,Canário,C8352,P7383,230,24,5520
44357,Canário,C8761,P5583,290,30,8700
44357,Canário,C8915,P1923,329,39,12831
44357,Canário,C9294,P6327,167,118,19706
44357,Canário,C9741,P9198,294,13,3822
44358,Canário,C2990,P5211,85,120,10200
44358,Canário,C3475,P4952,236,67,15812
44358,Canário,C4274,P3597,302,63,19026
44358,Canário,C6535,P7506,18,30,540
44358,Canário,C7373,P4222,67,48,3216
44358,Canário,C7924,P3176,232,158,36656
44358,Canário,C8347,P6144,83,159,13197
44358,Canário,C9249,P4598,223,55,12265
44358,Canário,C9612,P3013,22,125,2750
44359,Canário,C1693,P5982,258,192,49536
44359,Canário,C2546,P2977,48,132,6336
44359,Canário,C2552,P7525,185,142,26270
44359,Canário,C3280,P6466,208,74,15392
44359,Canário,C3352,P3770,334,196,65464
44359,Canário,C3950,P8217,276,139,38364
44359,Canário,C4560,P7960,269,29,7801
44359,Canário,C4895,P6435,387,120,46440
44359,Canário,C5217,P2250,356,198,70488
44359,Canário,C5779,P2189,189,109,20601
44359,Canário,C7475,P6140,174,123,21402
44359,Canário,C8709,P4995,217,193,41881
44359,Canário,C9280,P3066,352,147,51744
44359,Canário,C9578,P7525,203,135,27405
44359,Canário,C9910,P6726,148,148,21904
44360,Canário,C2098,P3852,246,155,38130
44360,Canário,C3014,P3329,243,127,30861
44360,Canário,C3227,P7824,209,172,35948
44360,Canário,C3346,P8222,197,185,36445
44360,Canário,C3769,P5045,198,135,26730
44360,Canário,C4479,P8178,240,177,42480
44360,Canário,C5312,P5310,334,117,39078
44360,Canário,C7003,P7567,330,68,22440
44360,Canário,C7261,P7790,58,130,7540
44360,Canário,C9045,P6034,209,83,17347
44360,Canário,C9049,P2017,290,58,16820
44361,Canário,C2652,P8678,277,19,5263
44361,Canário,C3113,P9264,269,37,9953
44361,Canário,C3231,P3062,173,182,31486
44361,Canário,C3461,P6200,370,23,8510
44361,Canário,C3638,P1242,335,146,48910
44361,Canário,C4779,P1710,307,81,24867
44361,Canário,C4947,P8530,45,173,7785
44361,Canário,C5012,P9832,193,87,16791
44361,Canário,C6103,P3878,23,133,3059
44361,Canário,C8255,P1030,394,57,22458
44361,Canário,C8566,P9349,353,27,9531
44362,Canário,C2345,P5796,240,30,7200
44362,Canário,C4145,P1775,155,148,22940
44362,Canário,C4515,P4738,92,37,3404
44362,Canário,C4643,P4467,340,65,22100
44362,Canário,C4797,P4572,212,35,7420
44362,Canário,C6914,P4418,224,134,30016
44362,Canário,C8947,P8517,25,67,1675
44363,Canário,C1120,P1763,117,49,5733
44363,Canário,C1863,P3383,187,35,6545
44363,Canário,C2147,P1872,289,56,16184
44363,Canário,C3132,P4780,365,159,58035
44363,Canário,C3952,P6598,118,110,12980
44363,Canário,C5058,P4523,346,181,62626
44363,Canário,C6375,P1234,241,19,4579
44363,Canário,C6728,P2862,148,22,3256
44363,Canário,C7644,P1886,303,179,54237
44363,Canário,C8620,P9063,384,181,69504
44363,Canário,C8663,P9282,197,81,15957
44363,Canário,C9881,P2603,43,149,6407
44364,Canário,C1064,P8502,345,192,66240
44364,Canário,C2020,P2761,232,83,19256
44364,Canário,C2447,P2459,281,24,6744
44364,Canário,C2893,P3220,375,126,47250
44364,Canário,C2960,P1231,39,128,4992
44364,Canário,C4264,P3536,59,180,10620
44364,Canário,C4982,P9290,63,149,9387
44364,Canário,C5215,P3901,391,39,15249
44364,Canário,C5256,P6502,222,29,6438
44364,Canário,C5362,P4694,293,37,10841
44364,Canário,C7171,P7349,277,192,53184
44364,Canário,C7746,P3349,177,57,10089
44364,Canário,C9472,P9803,108,39,4212
44365,Canário,C2102,P3906,178,145,25810
44365,Canário,C2740,P6133,219,153,33507
44365,Canário,C5838,P7959,333,109,36297
44365,Canário,C6280,P1336,39,104,4056
44365,Canário,C7131,P2367,37,111,4107
44365,Canário,C8659,P8952,125,38,4750
44365,Canário,C9039,P5557,313,88,27544
44365,Canário,C9080,P6502,344,101,34744
44366,Canário,C2026,P5817,137,165,22605
44366,Canário,C2638,P2724,270,149,40230
44366,Canário,C3239,P8100,185,148,27380
44366,Canário,C3476,P8895,161,173,27853
44366,Canário,C3812,P4080,186,161,29946
44366,Canário,C4817,P9252,266,15,3990
44366,Canário,C4881,P5589,231,188,43428
44366,Canário,C5599,P2798,77,163,12551
44366,Canário,C5936,P4893,359,18,6462
44366,Canário,C8110,P9727,367,13,4771
44366,Canário,C8474,P8143,166,82,13612
44366,Canário,C8506,P2411,128,58,7424
44366,Canário,C9580,P6068,394,154,60676
44367,Canário,C1611,P3070,331,148,48988
44367,Canário,C1690,P9141,270,58,15660
44367,Canário,C2037,P1567,30,118,3540
44367,Canário,C3786,P3868,129,75,9675
44367,Canário,C4328,P9635,275,32,8800
44367,Canário,C5656,P8986,31,30,930
44367,Canário,C6435,P2058,102,129,13158
44367,Canário,C6831,P5397,54,152,8208
44367,Canário,C7928,P4901,97,31,3007
44367,Canário,C8890,P5363,313,102,31926
44367,Canário,C9177,P4781,388,178,69064
44367,Canário,C9349,P6675,132,41,5412
44368,Canário,C1054,P1678,61,11,671
44368,Canário,C4507,P3951,23,42,966
44368,Canário,C5391,P8251,374,25,9350
44368,Canário,C5668,P9992,380,64,24320
44368,Canário,C7620,P3200,120,162,19440
44368,Canário,C8679,P7033,96,151,14496
44369,Canário,C2953,P6899,385,184,70840
44369,Canário,C4564,P5630,27,174,4698
44369,Canário,C4643,P5101,273,25,6825
44369,Canário,C5311,P5633,94,77,7238
44369,Canário,C5367,P9258,173,144,24912
44369,Canário,C7241,P3014,347,51,17697
44369,Canário,C7589,P4895,340,118,40120
44369,Canário,C8588,P6719,240,123,29520
44369,Canário,C9382,P1561,285,72,20520
44370,Canário,C1243,P1633,268,136,36448
44370,Canário,C1282,P2559,400,107,42800
44370,Canário,C2432,P4759,158,189,29862
44370,Canário,C5169,P6243,297,183,54351
44370,Canário,C5598,P4760,286,195,55770
44370,Canário,C6976,P1533,183,81,14823
44370,Canário,C7026,P8701,49,125,6125
44370,Canário,C8639,P6250,23,186,4278
44371,Canário,C1137,P7640,364,54,19656
44371,Canário,C1325,P1578,255,36,9180
44371,Canário,C2401,P1945,38,29,1102
44371,Canário,C5685,P3998,344,24,8256
44371,Canário,C8503,P1208,14,141,1974
44372,Canário,C1327,P5342,88,189,16632
44372,Canário,C1828,P4018,353,80,28240
44372,Canário,C3787,P9594,170,68,11560
44372,Canário,C4189,P6535,185,167,30895
44372,Canário,C4219,P3185,165,42,6930
44372,Canário,C4231,P1790,207,135,27945
44372,Canário,C4373,P9435,279,64,17856
44372,Canário,C4480,P4337,258,160,41280
44372,Canário,C5211,P7806,128,60,7680
44372,Canário,C7694,P5795,345,122,42090
44372,Canário,C8243,P3074,29,21,609
44373,Canário,C1224,P7332,265,81,21465
44373,Canário,C1652,P2994,104,145,15080
44373,Canário,C2235,P2362,81,92,7452
44373,Canário,C3177,P1306,19,185,3515
44373,Canário,C3372,P7301,206,58,11948
44373,Canário,C3554,P1181,401,104,41704
44373,Canário,C4299,P4020,328,104,34112
44373,Canário,C4988,P8925,185,81,14985
44373,Canário,C5236,P6962,286,180,51480
44373,Canário,C6097,P1634,145,157,22765
44373,Canário,C6100,P2853,392,170,66640
44373,Canário,C7467,P3131,280,139,38920
44373,Canário,C9774,P3242,281,172,48332
44374,Canário,C2264,P2010,270,113,30510
44374,Canário,C3437,P7402,395,192,75840
44374,Canário,C3932,P8876,332,95,31540
44374,Canário,C4938,P9557,360,66,23760
44374,Canário,C5220,P1591,47,35,1645
44374,Canário,C6675,P4253,26,122,3172
44374,Canário,C6860,P1916,344,172,59168
44374,Canário,C7572,P5522,127,72,9144
44374,Canário,C8053,P3881,72,148,10656
44374,Canário,C8350,P2630,16,48,768
44374,Canário,C9960,P3015,241,15,3615
44375,Canário,C1006,P2053,385,178,68530
44375,Canário,C1907,P9052,292,67,19564
44375,Canário,C2266,P6229,336,80,26880
44375,Canário,C3884,P7872,214,146,31244
44375,Canário,C5648,P6253,278,99,27522
44375,Canário,C6585,P1103,311,188,58468
44375,Canário,C6763,P8455,267,75,20025
44375,Canário,C8457,P5786,269,179,48151
44375,Canário,C9568,P5860,327,128,41856
44376,Canário,C4281,P1920,283,20,5660
44376,Canário,C4378,P6945,234,107,25038
44376,Canário,C5226,P4647,343,117,40131
44376,Canário,C5520,P1723,197,188,37036
44376,Canário,C6255,P9721,306,56,17136
44376,Canário,C6613,P4788,317,86,27262
44376,Canário,C7282,P9084,362,99,35838
44376,Canário,C7724,P4862,375,35,13125
44376,Canário,C9688,P1476,381,109,41529
44376,Canário,C9753,P1123,337,45,15165
44376,Canário,C9777,P7624,305,188,57340
44376,Canário,C9998,P4540,274,189,51786
44377,Canário,C1076,P7302,222,143,31746
44377,Canário,C1279,P8410,212,63,13356
44377,Canário,C1538,P4597,122,58,7076
44377,Canário,C1824,P2360,397,156,61932
44377,Canário,C1944,P8922,134,72,9648
